url,status
https://www.arts-people.com/about-us/giving-back/pear-logo/,200
https://www.arts-people.com/about-us/giving-back/momentum-alliance-logo/,200
https://www.arts-people.com/about-us/giving-back/kiva-logo/,200
https://www.arts-people.com/about-us/giving-back/aact-logo/,200
https://www.arts-people.com/about-us/giving-back/first-page/,200
https://www.arts-people.com/about-us/giving-back/get-started-2/,200
https://www.arts-people.com/about-us/giving-back/inspiration-2/,200
https://www.arts-people.com/about-us/giving-back/jobs/,200
https://www.arts-people.com/about-us/giving-back/our-team/,200
https://www.arts-people.com/about-us/giving-back/giving-back-2/,200
https://www.arts-people.com/solutions/arts-people-solutions/,200
https://www.arts-people.com/home/marketing/,200
https://www.arts-people.com/home/fundraising/,200
https://www.arts-people.com/home/flexibility/,200
https://www.arts-people.com/home/faqs/,200
https://www.arts-people.com/home/database/,200
https://www.arts-people.com/home/customer-service/,200
https://www.arts-people.com/home/ticketing/,200
https://www.arts-people.com/tcg/,200
https://www.arts-people.com/iot/,200
https://www.arts-people.com/setc2019/,200
https://www.arts-people.com/thank-you/,200
https://www.arts-people.com/aact/,200
https://www.arts-people.com/alternative-to-patronmanager/,200
https://www.arts-people.com/alternative-to-vendini/,200
https://www.arts-people.com/setc2018/,200
https://www.arts-people.com/setc/,200
https://www.arts-people.com/alternative-to-eventbrite/,200
https://www.arts-people.com/alternative-to-brown-paper-tickets/,200
